recorded,window_start,window_end,days,clicks,impressions,ctr,avg_position,top_query,top_page,pages_total,pages_indexed,pages_discovered,pages_unknown,sitemap_submitted,sitemap_indexed
2026-09-19,2026-09-10,2026-09-17,7,0,0,0.000,0.00,,,75,12,47,16,75,0
